Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
"USA,NE,2018,""12        "",Female,18,Right-Handed,160,24,164,1,Car,7,.361,35,Dancing,850,500,700,400,800,900,24,""Right foot"",60,64,""Ring finger"",November,Summer,No,No,Meat,Water,Art,7,9,5,""Yes - broadband connection"",""Text messaging"",100,100,30,1,2,10,2,0,8,30,30,1,15,5,Some,""Graduate degree"",Pop,Invisibility,Happy,""Musician or singer"",""Wildlife, animals"""
"USA,NE,2012,""9         "",Female,15,Right-Handed,161,23,149,2,Car,15,0.42,45,Basketball,500,1000,250,300,20,15,23,""Same length"",71,72,""Ring finger"",July,Summer,No,No,Pizza/Pasta,""Powdered drink"",Languages,7,9,7,""Yes - other"",""Text messaging"",150,150,24,3,10,26,9,1,6,8,12,2,2,6,Some,""Graduate degree"",Country,""Freeze time"",Healthy,Relative,Health"
"USA,NE,2018,""11        "",Male,17,Right-Handed,193,27.5,195,1,Car,15,0.395,40,None,600,600,0,800,800,1000,27.5,""Same length"",120,110,""Index finger"",August,Winter,Yes,No,Meat,Water,English,8,10,5,""Yes - broadband connection"",Other,0,2,20,0,0,10,0,25,20,0,25,0,0,20,""Very little"",""Graduate degree"",Techno/Electronic,""Freeze time"",Rich,Other,Other"
"USA,NE,2018,""12        "",Male,17,Right-Handed,177.8,22,90,1,Car,10,0.523,58,Other,550,780,200,201,300,500,22,""Same length"",11,10,""Index finger"",June,Winter,Yes,No,""No favorite"",""Soft drink (caffeinated)"",""Mathematics and statistics"",6,12,4,""Yes - broadband connection"",""In person"",3,4,16,0,7,1,0,0,6,1,12,0,0,2,Some,""Graduate degree"",""Punk rock"",""Freeze time"",Happy,""Musician or singer"",""International aid"""
"USA,NE,2012,""6         "",Female,12,Right-Handed,151,23,155,1,Car,4,.405,49,Basketball,999,999,800,850,0,2,23,""Same length"",59,60,""Ring finger"",September,Summer,No,No,""No favorite"",Water,Art,8,13,4,""Yes - broadband connection"",""In person"",160,145,15,1,4,15,20,1,0,5,2,6,0,5,Some,""Graduate degree"",Pop,Invisibility,Happy,""Coach or club leader"",Health"
"USA,NE,2018,""11        "",Female,18,Right-Handed,161,23,156,1,Car,3,,,Athletics,900,900,900,900,900,1000,23,""Same length"",60.5,80.3,""Index finger"",December,Summer,No,No,Meat,Water,Art,9,10,4,""Yes - other"",""In person"",20,15,24,1,3,16,15,0,8,10,10,10,20,2,""A lot"",""Graduate degree"",""Rap/Hip hop"",Telepathy,Happy,Relative,Health"
"USA,NE,2017,""12        "",Male,18,Right-Handed,78,29,90,1,Car,12,.20,,Athletics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"USA,NE,2018,""11        "",Male,18,Left-Handed,173,09.5,172,1,Car,20,.398,.4,Bowling,,,,,,,9,""Left foot"",70,83,""Ring finger"",December,Summer,No,No,Meat,Water,""Physical education"",6,10,3,""Yes - broadband connection"",""Text messaging"",100,100,10,5,5,10,15,20,10,10,15,2,10,10,""A lot"",""Graduate degree"",""Rock and roll"",Fly,Rich,""Sports person"",""Wildlife, animals"""
"USA,NE,2013,""9         "",Male,14,Right-Handed,184,28,183,1,Car,5,.406,55,""Football (American)"",50,1000,1000,1000,1000,1000,28,""Same length"",100,110,""Ring finger"",February,Fall,Yes,No,Meat,Water,Music,8,8,4,""Yes - broadband connection"",""Text messaging"",5,0,1,0,2,15,8,24,5,0,19,15,2,1,""Very little"",""Graduate degree"",""Rock and roll"",""Super strength"",Happy,""Coach or club leader"",""Education/Youth development"""
"USA,NE,2017,""12        "",Male,17,Right-Handed,175,25.5,185,1,Car,8,.30,57,Soccer,1000,1000,1000,1000,1000,1000,26,""Left foot"",104,105,""Same length"",January,Spring,Yes,No,Meat,Milk,Science,8,10,4,""Yes - other"",""Text messaging"",100,100,20,1,10,16,28,0,6,10,4,8,8,5,Some,Other,""Rap/Hip hop"",""Freeze time"",Happy,Relative,""Wildlife, animals"""
"USA,NE,2013,""12        "",Female,16,Right-Handed,163,25,164,1,Car,15,.331,49,Baseball/Softball,615,642,650,623,681,718,25,""Same length"",7.1,7.3,""Ring finger"",August,Fall,Yes,No,Meat,Water,Science,6,9,4,""Yes - broadband connection"",""In person"",70,82,15,2,14,6,21,0,5,8,10,10,0,2,""A lot"",""Graduate degree"",Country,Invisibility,Happy,Friend,Health"
"USA,NE,2017,""12        "",Male,17,Left-Handed,157,25,172,1,Car,10,.319,45,Running/Jogging,800,600,650,700,100,800,25,""Same length"",40,45,""Ring finger"",March,Fall,No,No,""Rice/Noodle dishes"",Water,History,6,8,4,""Yes - broadband connection"",""Myspace, Facebook, other social networking sites, or blog"",110,185,12,1,18,8,20,6,10,7,20,10,,4,Some,""Graduate degree"",""Rap/Hip hop"",Telepathy,Happy,Relative,""Education/Youth development"""
"USA,NE,2013,""9         "",Male,135,Ambidextrous,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"USA,NE,2018,""9         "",Female,14,Right-Handed,170.6,22.86,69.85,2,Car,6,0.428,55,Athletics,0,0,0,0,0,0,22.86,""Same length"",12.1,7.6,""Index finger"",July,Spring,No,No,Salads,,History,6,5,5,,""Internet chat or instant messaging"",0,0,40,2,1,1,10,0,16,16,70,0,0,6,""A lot"",""Some college"",""Rap/Hip hop"",Fly,Rich,Relative,""Wildlife, animals"""
"USA,NE,2016,""12        "",Male,,Right-Handed,,,,,Car,,,,Other,,,,,,,,""Same length"",,,""Ring finger"",June,Fall,Yes,No,Meat,Water,History,,,,""Yes - other"",""Text messaging"",,,,,,,,,,,,,,,Some,""Graduate degree"",Country,""Freeze time"",Happy,Relative,""Wildlife, animals"""
"USA,NE,2014,""10        "",Male,14,Right-Handed,150,27,155,2,Car,8,.333,28,Baseball/Softball,1000,1000,1000,1000,400,400,25,""Right foot"",40,42,""Ring finger"",November,Winter,No,No,Pizza/Pasta,""Soft drink (caffeinated)"",""Mathematics and statistics"",6,10,5,""Yes - other"",""Text messaging"",200,200,19,0,4,12,16,10,20,40,40,3,2,2,""Very little"",""Graduate degree"",""Rap/Hip hop"",Fly,Happy,""Sports person"",Religious"
"USA,NE,2012,""11        "",Male,15,Right-Handed,72,26,177,1,Car,7,0.359,48,Baseball/Softball,350,250,300,400,450,500,26,""Same length"",90,80,""Index finger"",November,Fall,Yes,No,Meat,""Sports drink"",History,6,10,5,""Yes - other"",""Text messaging"",50,50,24,2,15,10,10,2,4,40,7,3,0,1,Some,""Graduate degree"",Country,Invisibility,Happy,Relative,Health"
"USA,NE,2018,""11        "",Female,18,Right-Handed,""167  "",""22 "",164,3,Car,5,0.459,62,Gymnastics,900,1000,1000,1000,900,900,24,""Left foot"",68,65,""Ring finger"",March,Summer,No,No,Salads,Water,Languages,8,10,4,""Yes - broadband connection"",""Internet chat or instant messaging"",50,50,10,10,2,10,5,0,10,20,70,10,0,1,""A lot"",""Graduate degree"",Pop,Fly,Happy,Relative,""International aid"""
"USA,NE,2017,""12        "",Male,18,Right-Handed,172.5,26,167,1,Car,10,.334,39,Athletics,652,961,604,834,545,802,26,""Same length"",90,90,""Same length"",August,Fall,No,No,Pizza/Pasta,Water,""Physical education"",7.5,7,8,""Yes - broadband connection"",""In person"",25,40,10,2,5,20,20,1,3,5,10,4,20,3,Some,""Undergraduate degree"",Other,Fly,Happy,Relative,""Education/Youth development"""
"USA,NE,2017,""10        "",Male,17,Right-Handed,5.11,335.2,2286,1,Car,8,0.456,49,Other,1000,950,900,900,980,1000,11.5,""Same length"",8.5,9.3,""Ring finger"",August,Fall,No,No,Meat,""Soft drink (non-caffeinated)"",Art,5,9,5,""Yes - other"",""Text messaging"",400,650,55,3,3,30,5,0,100,100,60,20,20,5,""A lot"",Other,Other,""Freeze time"",Happy,Actor,""Wildlife, animals"""
"USA,NE,2016,""12        "",Male,17,Right-Handed,,,,,Car,10,,,""Football (American)"",500,500,500,500,500,500,,""Same length"",,,""Same length"",April,Fall,Yes,No,Meat,Water,""Mathematics and statistics"",,,3,""Yes - dial-up connection"",""Cell phone"",,,,,,,,,,,,,,,""Very little"",""Graduate degree"",Country,Invisibility,Rich,""Business person"",Other"
"USA,NE,2023,""12        "",Female,17,Right-Handed,177,25.9,172,1,Car,5,.42,40,Running/Jogging,1000,1000,925,700,200,950,25.6,""Right foot"",69,73,""Ring finger"",August,Fall,No,No,Fruit,Water,History,8.5,9,4,""Yes - broadband connection"",""Text messaging"",50,60,6,0,21,15,4,0,0,5,56,2,3,1,""A lot"",""Graduate degree"",Country,Telepathy,Happy,Relative,""International aid"""
"USA,NE,2017,""12        "",Female,17,Right-Handed,165,25,165,1,Car,15,.389,37,Other,990,875,932,766,600,1000,26,""Left foot"",90,98,""Index finger"",July,Fall,No,No,""No favorite"",Milk,Science,6,10,4,""Yes - broadband connection"",""Text messaging"",30,30,71,1,10,4,20,0,11,5,14,2,0,2,""A lot"",""Graduate degree"",""Rap/Hip hop"",""Freeze time"",Happy,""Doctor or nurse"",""Wildlife, animals"""
"USA,NE,2016,""4         "",Female,56,Right-Handed,160,22,177,1,Car,15,0.441,54,Walking/Hiking,690,508,930,824,813,813,23,""Left foot"",72,70,""Ring finger"",January,Spring,Yes,No,Pizza/Pasta,Water,English,7,8,2,""Yes - broadband connection"",""Text messaging"",3,3,1,1,8,4,0,1,5,1,20,7,50,5,""A lot"",""Graduate degree"",Country,Fly,Happy,Relative,""Education/Youth development"""
"USA,NE,2013,""9         "",Female,14,Right-Handed,152,23,147,1,Car,10,0.381,46,Dancing,300,600,500,500,900,700,22,""Right foot"",85,80,""Index finger"",March,Fall,No,No,""Rice/Noodle dishes"",Water,Art,7,10,4,""Yes - other"",""In person"",30,20,90,1,30,20,15,0,50,50,50,50,3,5,Some,""Graduate degree"",,Invisibility,Happy,Relative,Health"
"USA,NE,2019,""11        "",Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"USA,NE,2012,""9         "",Male,14,Right-Handed,171,27,172,1,Car,20,0.41,39,""Football (American)"",500,550,400,500,999,999,28,""Left foot"",70,72,""Ring finger"",June,Fall,No,No,Meat,Water,Other,7,10,7,""Yes - broadband connection"",""Myspace, Facebook, other social networking sites, or blog"",0,0,95,1,0,73,98,0,50,50,70,18,0,30,""Very little"",""High school"",""Rap/Hip hop"",Fly,Happy,Other,Other"
"USA,NE,2019,""12        "",Female,17,Right-Handed,168,23,157,1,Car,15,0.665,37,Bowling,1000,1000,1000,1000,1000,1000,23,""Same length"",600,700,""Ring finger"",December,Fall,Yes,Yes,Pizza/Pasta,Water,English,7,9,3,""Yes - broadband connection"",""In person"",105,147,5,1,16,8,0,6,4.5,4,7.5,7,0,4,""A lot"",""Graduate degree"",""Rap/Hip hop"",Invisibility,Happy,Relative,Environment"
"USA,NE,2012,""12        "",Male,16,Right-Handed,179,28,181,1,Car,7,0.337,63,Running/Jogging,2,1,0,3,1000,999,28,""Same length"",8.5,8.5,""Same length"",September,Fall,Yes,No,Meat,Water,""Mathematics and statistics"",8,6,2,""Yes - broadband connection"",""Text messaging"",5,10,5,1,10,10,5,25,2,2,15,10,0,15,""Very little"",""Graduate degree"",Other,""Freeze time"",Rich,Relative,""International aid"""
"USA,NE,2021,""7         "",Male,12,Right-Handed,150,24,149,2,Bus,15,0.326,37,Basketball,1000,1000,1000,1000,401,610,24,""Same length"",70,75,""Ring finger"",April,Summer,No,No,Other,Water,""Physical education"",7,4,5,""Yes - broadband connection"",""Text messaging"",5,10,18,3,2,1,6,10,10,1,49,0,0,9,""Very little"",""Some college"",""Rap/Hip hop"",Invisibility,Happy,Other,Health"
"USA,NE,2017,""12        "",Female,17,Right-Handed,175,24,170,1,Car,2,.444,38,Other,700,950,900,800,950,1000,24,""Same length"",76,74,""Ring finger"",October,Fall,No,No,Pizza/Pasta,Water,Art,8,6,4,""Yes - broadband connection"",""Text messaging"",20,20,15,1,6,10,9,0,14,14,9,2,0,1,Some,""Graduate degree"",Country,""Freeze time"",Happy,Relative,""Education/Youth development"""
"USA,NE,2019,""12        "",Male,16,Right-Handed,175,25.7,178.9,1,Car,8,0.312,44,Running/Jogging,497,583,364,358,824,1000,25.6,""Right foot"",73,74,""Ring finger"",April,Spring,Yes,No,Pizza/Pasta,Water,English,7,9,5,""Yes - other"",""Text messaging"",12,14,3,1,6,7,3,3,2,2,6,7,0,3,""A lot"",""Graduate degree"",""Rap/Hip hop"",Fly,Happy,Friend,Health"
"USA,NE,2013,""12        "",Female,17,Right-Handed,167.6,24,166,1,Car,5,1.002,40,Soccer,100,500,10,5,990,1000,25,""Left foot"",86,91,""Ring finger"",February,Fall,Yes,No,Desserts,Water,""Physical education"",7,9,5,""Yes - dial-up connection"",""Text messaging"",500,500,30,2,5,1,0,0,10,112,10,0,18,0,Some,""Graduate degree"",Country,Telepathy,Rich,""Doctor or nurse"",""Wildlife, animals"""
"USA,NE,2019,""11        "",Female,16,Right-Handed,172,25,178,2,Car,20,.37,47,Basketball,513,872,556,882,182,1000,25,""Same length"",//,,""Ring finger"",March,Spring,No,No,Breads/Sandwiches,Water,""Social studies"",8,8,4,""Yes - broadband connection"",""Text messaging"",4,,12,2,5,13,2,2,4,5,3,4,15,8,""Very little"",""High school"",""Rhythm and blues (R&B)"",""Freeze time"",Rich,""Doctor or nurse"",""International aid"""
"USA,NE,2017,""12        "",Male,17,Right-Handed,178,28,180,1,Car,15,.359,46,""Hockey (Ice)"",650,750,700,700,700,850,28,""Same length"",76,89,""Ring finger"",May,Spring,No,No,Meat,Water,""Physical education"",8,9,5,""Yes - broadband connection"",""In person"",120,120,7,1,4,5,15,0,2,5,1,5,0,1,""Very little"",""Graduate degree"",""Rock and roll"",""Freeze time"",Happy,""Sports person"",Health"
"USA,NE,2018,""12        "",Female,17,Right-Handed,100,20,44,1,Car,25,.515,45,Athletics,800,900,600,200,300,1000,,""Same length"",,,,December,Winter,Yes,No,Fruit,Water,""Computers and technology"",8,10,4,""Yes - broadband connection"",""Text messaging"",20,20,5,0,6,6,7,0,14,4,2,16,0,2,""A lot"",""Graduate degree"",Country,Invisibility,Happy,Actor,""Wildlife, animals"""
"USA,NE,2017,""10        "",Female,15,Right-Handed,162.5,23.5,""29.5 "",""1 "",Car,30,0.368,36,Other,1000,898,583,642,824,898,24.13,""Left foot"",75,80,""Index finger"",April,Fall,No,No,Salads,Water,English,5.5,9,4,""Yes - other"",""Text messaging"",50,150,100,.5,30,10,20,15,50,80,90,1,0,2,""A lot"",""Graduate degree"",Pop,Invisibility,Happy,""Musician or singer"",Environment"
"USA,NE,2017,""10        "",Male,16,Right-Handed,70,32,170,2,Car,30,0.34,50,Baseball/Softball,900,900,900,800,500,600,31,""Right foot"",40,50,""Ring finger"",September,Summer,Yes,No,Meat,Water,""Physical education"",7,9,5,""Yes - dial-up connection"",""Myspace, Facebook, other social networking sites, or blog"",20,30,48,2,2,48,14,2,6,1,3,20,0,4,Some,""Graduate degree"",Pop,""Super strength"",Happy,Relative,Health"
"USA,NE,2018,""11        "",Female,17,Right-Handed,66,23.5,168,1,Car,7,.62,67,Running/Jogging,800,500,700,500,10,500,23,""Right foot"",75,70,""Index finger"",June,Spring,Yes,No,Fruit,Water,Music,6,4,3,""Yes - other"",""Text messaging"",130,230,"" 25"",1,4,15,15,0,4,10,0,2,0,0,Some,""Graduate degree"",Other,Telepathy,Healthy,Relative,Environment"
"USA,NE,2012,""6         "",Male,12,Right-Handed,148,24,148,1,Bus,35,.5,54,""Football (American)"",1000,600,900,1000,850,900,23,""Right foot"",85,9,""Ring finger"",October,Summer,Yes,No,Meat,Juice,""Physical education"",9.5,9,4,""Yes - broadband connection"",""Cell phone"",110,80,11,2.5,4,4,6,3,2,8,10,3,6,2,""Very little"",""Some college"",""Rap/Hip hop"",""Super strength"",Happy,Relative,Health"
"USA,NE,2012,""12        "",Male,17,Right-Handed,173,26,170,1,Car,21,0.264,36,Skateboarding/Rollerblading,658,604,738,556,690,797,26,""Same length"",77,87,""Ring finger"",April,Spring,Yes,No,Meat,Water,Music,7,7,4,""Yes - broadband connection"",""Text messaging"",54,71,6,10,10,6,2,6,90,50,60,3,8,8,""Very little"",""Undergraduate degree"",Jazz,""Freeze time"",Happy,""Musician or singer"",""International aid"""
"USA,NE,2012,""6         "",Male,12,Right-Handed,163,27,170,1,Bus,60,.418,40,Basketball,900,999,999,999,1,0,27,""Same length"",80,70,""Index finger"",November,Summer,Yes,No,Pizza/Pasta,""Powdered drink"",""Mathematics and statistics"",9,8,4,""Yes - broadband connection"",Other,5,103,3,0,2,15,10,12,0,1,0,4,1,5,Some,""Some college"",""Rap/Hip hop"",""Super strength"",Famous,""Sports person"",Health"
"USA,NE,2012,""11        "",Female,15,Right-Handed,165.1,24,162,1,Car,15,0.358,48,Dancing,900,800,700,750,300,300,24,""Right foot"",83,84,""Same length"",July,Fall,Yes,No,Pizza/Pasta,""Sports drink"",Art,6,10,4,""Yes - broadband connection"",""Myspace, Facebook, other social networking sites, or blog"",50,50,3,10,21,25,10,3,15,15,25,15,5,10,""A lot"",""Undergraduate degree"",Pop,Fly,Happy,Relative,Health"
"USA,NE,2017,""12        "",Female,17,Right-Handed,161,24,158,1,Car,15,.377,40,Baseball/Softball,695,711,529,519,658,684,24,""Same length"",75,75,""Same length"",December,Spring,Yes,No,Pizza/Pasta,""Soft drink (caffeinated)"",""Physical education"",8,11,3,""Yes - broadband connection"",""Myspace, Facebook, other social networking sites, or blog"",7,35,6,1,4,8,10,0,12,12,12,7,0,3,""Very little"",Other,Country,Telepathy,Rich,""Sports person"",""Education/Youth development"""
"USA,NE,2017,""12        "",Male,17,Ambidextrous,188,27.5,166,1,Car,6,.424,44,Basketball,800,400,400,300,700,800,27,""Right foot"",8,7,""Index finger"",December,Summer,No,No,Pizza/Pasta,""Sports drink"",""Mathematics and statistics"",6,12,4,""Yes - broadband connection"",""Text messaging"",40,41,10,0,5,10,15,2,5,3,1,2,0,1,""A lot"",""Graduate degree"",""Rap/Hip hop"",""Freeze time"",Rich,""Sports person"",Religious"
"USA,NE,2014,""10        "",Male,15,Right-Handed,170,24,169,3,Car,15,.37,37,Tennis,500,600,800,600,1000,1000,24,""Same length"",82,79,""Index finger"",May,Fall,Yes,No,""Rice/Noodle dishes"",Water,Science,7,10,3,""Yes - broadband connection"",""Text messaging"",10,4,14,1,10,1,10,20,2,1,20,1,0,0,Some,""Less than high school"",Other,""Freeze time"",Happy,""Doctor or nurse"",""Wildlife, animals"""
"USA,NE,2018,""9         "",Female,14,Right-Handed,,,156.2,2,Car,12,0.,,Dancing,,,,,,,,,,,,December,Fall,No,No,""No favorite"",Water,Art,8,5,5,""Yes - broadband connection"",""Text messaging"",85,66,5,12,5,1,0.5,0,40,45,100,5,0,0,Some,""Graduate degree"",Pop,Fly,Happy,Friend,""International aid"""
"USA,NE,2013,""9         "",Male,16,Right-Handed,177,28.5,190.2,1,Car,10,0.407,36,""Football (American)"",500,500,500,500,500,500,28,""Right foot"",100,90,""Index finger"",July,Summer,No,No,Meat,Water,History,11,9,2,""Yes - dial-up connection"",""Text messaging"",20,30,24,18,68,12,20,2,2,20,20,20,2,20,""Very little"",""Graduate degree"",Country,""Super strength"",Healthy,""Sports person"",""Arts, culture, sports"""
"USA,NE,2017,""12        "",Female,17,Right-Handed,150,25,167,2,Car,10,0.466,64,Baseball/Softball,1000,800,900,500,0,200,26,""Left foot"",70,60.5,""Index finger"",November,Fall,Yes,No,""Rice/Noodle dishes"",Water,Science,8,11,5,""Yes - broadband connection"",""Text messaging"",150,100,10,1,5,5,15,0,20,5,10,17,20,0,""Very little"",""Graduate degree"",""Rap/Hip hop"",Telepathy,Rich,Actor,""International aid"""
"USA,NE,2019,""11        "",Male,17,Right-Handed,172,28,180,2,Car,25,.330,39,Other,750,500,900,900,500,500,28,""Same length"",,,,November,Winter,Yes,No,Meat,Water,Science,7,6,5,""Yes - broadband connection"",""Text messaging"",20,100,5,1,2.5,4,1,1,2,.5,1,7,20,4,""A lot"",Other,Country,Invisibility,Rich,Relative,Environment"
"USA,NE,2012,""6         "",Male,12,Right-Handed,160,25,167,1,Bus,10,,,Basketball,1000,1000,1000,1000,500,1,25,""Same length"",80,70,""Index finger"",August,Winter,No,No,Meat,Water,""Computers and technology"",11,10,5,""Yes - other"",""In person"",0,0,5,1,10,1,8,5,0,0,5,2,0,0,None,""Graduate degree"",Country,Invisibility,Healthy,Other,""Wildlife, animals"""
"USA,NE,2018,""12        "",Male,17,Right-Handed,176.8,25,170,1,Car,5,0.423,46,None,10,0,500,10,100,0,25,""Same length"",9.5,10,""Ring finger"",January,Fall,Yes,No,""Rice/Noodle dishes"",Water,Music,7,12,3,""Yes - broadband connection"",""In person"",5,5,7,1,1,5,0,2,2,1,1,3,15,1,""Very little"",Other,Pop,""Freeze time"",Healthy,Other,""Arts, culture, sports"""
"USA,NE,2018,""12        "",Female,15,Right-Handed,326.4,52,326.4,2,Car,10,0.594,57,Tennis,1000,1000,1000,700,500,50052,52,""Same length"",70,60.25,""Index finger"",April,Fall,No,No,""Rice/Noodle dishes"",Water,History,7,10,2,""Yes - broadband connection"",""In person"",5,7,30,0,14,25,0,0,100,15,100,0,0,4,""A lot"",""Undergraduate degree"",Pop,Invisibility,Healthy,Relative,""International aid"""
"USA,NE,2013,""9         "",Male,15,Right-Handed,164,23,169,1,Car,10,0.4,44,Basketball,0,32,102,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"USA,NE,2017,""10        "",Male,16,Right-Handed,180,28,183,1,Car,8,.37,37,Other,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"USA,NE,2017,""12        "",Female,16,Right-Handed,148,23,166,1,Car,20,0.951,55,Other,450,700,320,240,200,800,23,""Same length"",41,42,""Ring finger"",August,Fall,No,No,""No favorite"",Milk,History,7,4,4,""Yes - broadband connection"",""Text messaging"",200,200,10,1,7,18,2,3,20,23,30,41,10,5,""A lot"",""Graduate degree"",Country,Telepathy,Happy,""Community leader or elder"",""Education/Youth development"""
"USA,NE,2018,""12        "",Female,17,Right-Handed,""66 "",26,70,2,Car,10,.41,37,Walking/Hiking,1000,800,600,900,500,700,26,""Same length"",100,102,""Ring finger"",May,Fall,No,No,""Rice/Noodle dishes"",Water,Art,7,9,5,""Yes - other"",""Text messaging"",50,50,10,,,,,,,,,,,,,,,,,,"
"USA,NE,2012,""11        "",Male,14,Right-Handed,182.8,26.67,165,2,Car,""10 "",.374,52,""Football (American)"",491,602,631,800,999,1000,27,""Same length"",70,65,""Index finger"",October,Spring,No,No,Other,Water,Other,7,5,3,""Yes - other"",""Myspace, Facebook, other social networking sites, or blog"",20,20,7,0,10,2,10,8,8,9,10,12,0,2,""A lot"",""Graduate degree"",Other,Invisibility,Happy,Relative,""Arts, culture, sports"""
"USA,NE,2012,""11        "",Female,16,Left-Handed,160,24,171,2,Car,7,.427,43,Tennis,1000,800,900,900,600,1000,24.5,""Left foot"",61,61,""Same length"",December,Fall,No,No,Poultry,Water,Science,8,9,5,""Yes - broadband connection"",""Text messaging"",300,300,48,3,30,48,10,0,15,50,20,3,0,5,""A lot"",""Graduate degree"",Pop,Fly,Happy,Relative,Health"
"USA,NE,2018,""11        "",Male,17,Right-Handed,176,10,171,1,Car,15,0.427,47,Skateboarding/Rollerblading,701,765,540,695,952,950,10,""Same length"",80,75,""Index finger"",February,Fall,No,No,Pizza/Pasta,Water,Music,6,9,5,""Yes - broadband connection"",""Internet chat or instant messaging"",2,2,8,0.1,7,4,2,5,9,5,30,2,20,5,""A lot"",""Some college"",""Rap/Hip hop"",""Freeze time"",Happy,""Musician or singer"",Health"
"USA,NE,2021,""7         "",Male,12,Right-Handed,150,23,151,1,Walk,55,0.371,0.40,None,0,0,0,0,1000,1000,24,""Left foot"",68mm,70,""Ring finger"",October,Summer,No,No,Pizza/Pasta,""Soft drink (caffeinated)"",Science,8,9,5,""Yes - broadband connection"",""Text messaging"",1,1,10,2,0,1,10,10,10,10,10,4,0,0,""Very little"",Other,Other,""Freeze time"",Rich,Friend,""Education/Youth development"""
"USA,NE,2016,""11        "",,14,,175,25,174,1,Car,20,.461,60,Lacrosse,,,,,,,26,""Left foot"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"USA,NE,2017,""12        "",Male,17,Right-Handed,182.9,30.5,172.7,1,Car,25,.317,44,Golf,326,332,642,165,265,189,30.5,""Same length"",55.8,55.8,""Same length"",May,Fall,No,No,Pizza/Pasta,Water,History,6,10,4,""Yes - broadband connection"",""Text messaging"",56,52,8,1,2,3,1,8,2,2,4,2,15,1,""A lot"",""Graduate degree"",Country,""Freeze time"",Rich,""Sports person"",""Wildlife, animals"""
"USA,NE,2018,""12        "",Female,17,Right-Handed,152.4,19.5,50,1,Car,10,0.661,54,Dancing,1000,800,800,800,800,1000,19.5,""Same length"",60,62,""Ring finger"",March,Summer,Yes,No,Seafood,Water,Music,6,9,8,""Yes - broadband connection"",""Cell phone"",18,319,12,,,,,,,,,,,,,,,,,,"
"USA,NE,2012,""12        "",Female,16,Right-Handed,165.1,23,157,3,Car,5,0.41,47,Other,5,988,988,988,700,700,24,""Left foot"",85,67,""Index finger"",October,Summer,Yes,Yes,Pizza/Pasta,""Soft drink (non-caffeinated)"",Art,6,9,4,""Yes - other"",""Myspace, Facebook, other social networking sites, or blog"",10,10,20,1,10,20,1,1,20,20,20,30,0,5,""A lot"",""Graduate degree"",Pop,Telepathy,Happy,""Musician or singer"",""Wildlife, animals"""
"USA,NE,2012,""9         "",Male,14,Right-Handed,167,24,172,2,Bicycle,10,.15,49,Baseball/Softball,100,1,250,500,1000,1000,24,""Same length"",90,70,""Index finger"",July,Summer,No,No,Meat,""Sports drink"",""Physical education"",7,12,7,""Yes - broadband connection"",""Text messaging"",200,200,100,500,300,100,500,0,300,1000,1000,1000,0,20,""A lot"",Other,""Rap/Hip hop"",""Super strength"",Healthy,""Sports person"",Health"
"USA,NE,2013,""9         "",Female,14,Right-Handed,166,26,164,2,Car,10,.531,49,Dancing,500,500,330,100,1000,1000,25,""Right foot"",75,76,""Ring finger"",December,Fall,Yes,No,Fruit,Water,Art,6,10,3,""Yes - other"",""Text messaging"",400,400,12,1,1,24,0,10,24,24,15,30,0,1,Some,""Undergraduate degree"",Pop,Fly,Happy,Actor,Health"
"USA,NE,2019,""11        "",Female,17,Right-Handed,162,22,148,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
